id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
164210,2,0,Copper,light,109,2023-08-19,Copper,Foolproof Followers
164211,8,0,500mb,light,84,2019-01-03,Fiber,Budget Balancers
164212,10,0,500mb,medium,71,2020-06-11,Fiber,Foolproof Followers
164213,2,0,2Gig,light,115,2016-10-06,Fiber,Foolproof Followers
164214,6,0,2Gig,light,80,2021-04-18,Fiber,Foolproof Followers
164215,5,0,1Gig,medium,25,2024-10-23,Fiber,Budget Balancers
164216,1,0,5Gig,light,21,2022-02-03,Fiber,Settled Simplifiers
164217,1,0,1Gig,light,62,2022-06-04,Fiber,Peak Performers
164218,3,0,1Gig,medium,36,2025-07-04,Fiber,Budget Balancers
164219,3,0,1Gig,medium,56,2017-02-20,Fiber,Aspirational Adopters
164220,1,0,1Gig,heavy,105,2022-04-08,Fiber,Foolproof Followers
164221,10,0,1Gig,medium,113,2018-08-29,Fiber,Settled Simplifiers
164222,6,0,1Gig,medium,93,2024-07-06,Fiber,Budget Balancers
164223,4,0,1Gig,medium,12,2020-05-08,Fiber,Peak Performers
164224,1,0,500mb,heavy,74,2020-06-05,Fiber,Settled Simplifiers
164225,3,0,500mb,heavy,101,2021-10-01,Fiber,Peak Performers
164226,10,0,500mb,medium,110,2018-10-19,Fiber,Aspirational Adopters
164227,9,0,500mb,medium,33,2024-06-05,Fiber,Peak Performers
164228,4,0,1Gig,heavy,35,2016-06-15,Fiber,Settled Simplifiers
164229,1,0,5Gig,medium,38,2021-03-30,Fiber,Settled Simplifiers
164230,2,0,1Gig,medium,34,2017-08-15,Fiber,Foolproof Followers
164231,5,0,500mb,medium,51,2024-08-26,Fiber,Peak Performers
164232,2,0,1Gig,heavy,94,2022-11-03,Fiber,Peak Performers
164233,3,0,1Gig,medium,42,2017-03-24,Fiber,Budget Balancers
164234,8,0,1Gig,medium,59,2017-01-15,Fiber,Peak Performers
164235,1,0,2Gig,light,57,2025-03-14,Fiber,Settled Simplifiers
164236,3,0,500mb,light,71,2022-02-22,Fiber,Settled Simplifiers
164237,3,0,1Gig,heavy,94,2022-03-14,Fiber,Budget Balancers
164238,1,0,500mb,heavy,77,2016-03-22,Fiber,Aspirational Adopters
164239,10,0,500mb,medium,27,2018-01-01,Fiber,Foolproof Followers
164240,6,0,1Gig,light,10,2018-07-10,Fiber,Settled Simplifiers
164241,2,0,500mb,medium,49,2025-06-23,Fiber,Settled Simplifiers
164242,2,0,1Gig,medium,22,2016-08-08,Fiber,Settled Simplifiers
164243,3,0,2Gig,medium,99,2024-03-22,Fiber,Settled Simplifiers
164244,7,0,1Gig,medium,6,2021-02-03,Fiber,Foolproof Followers
164245,3,0,500mb,medium,28,2017-04-08,Fiber,Settled Simplifiers
164246,9,0,Copper,heavy,51,2021-03-03,Copper,Peak Performers
164247,6,0,1Gig,medium,97,2016-03-20,Fiber,Settled Simplifiers
164248,8,0,1Gig,medium,30,2017-05-01,Fiber,Foolproof Followers
164249,4,0,500mb,medium,60,2022-06-29,Fiber,Budget Balancers
164250,6,0,1Gig,medium,112,2016-12-08,Fiber,Settled Simplifiers
164251,4,0,1Gig,medium,45,2020-08-12,Fiber,Settled Simplifiers
164252,4,0,500mb,medium,15,2021-02-16,Fiber,Peak Performers
164253,1,0,Copper,heavy,112,2018-10-22,Copper,Settled Simplifiers
164254,4,0,7Gig,light,111,2017-02-01,Fiber,Settled Simplifiers
164255,7,0,1Gig,light,116,2019-03-24,Fiber,Settled Simplifiers
164256,2,0,7Gig,medium,40,2019-03-03,Fiber,Foolproof Followers
164257,9,0,500mb,medium,4,2023-12-23,Fiber,Settled Simplifiers
164258,10,0,Copper,heavy,104,2019-03-13,Copper,Peak Performers
164259,9,0,1Gig,light,38,2018-11-02,Fiber,Aspirational Adopters
164260,3,0,500mb,medium,101,2016-07-15,Fiber,Settled Simplifiers
164261,4,0,500mb,heavy,104,2018-10-03,Fiber,Budget Balancers
164262,1,0,Copper,heavy,41,2024-07-26,Copper,Foolproof Followers
164263,5,0,2Gig,light,115,2019-03-12,Fiber,Settled Simplifiers
164264,7,0,500mb,light,9,2023-08-30,Fiber,Peak Performers
164265,7,0,500mb,heavy,74,2016-03-24,Fiber,Aspirational Adopters
164266,9,0,500mb,medium,114,2021-05-31,Fiber,Foolproof Followers
164267,1,0,1Gig,heavy,57,2019-07-18,Fiber,Peak Performers
164268,6,0,1Gig,medium,12,2022-06-13,Fiber,Settled Simplifiers
164269,5,0,500mb,light,92,2017-11-30,Fiber,Aspirational Adopters
164270,1,0,7Gig,light,43,2022-12-23,Fiber,Peak Performers
164271,4,0,500mb,medium,29,2020-10-21,Fiber,Budget Balancers
164272,6,0,Copper,heavy,84,2019-03-26,Copper,Settled Simplifiers
164273,3,0,2Gig,medium,109,2020-07-11,Fiber,Budget Balancers
164274,5,0,500mb,light,58,2024-01-04,Fiber,Budget Balancers
164275,5,0,500mb,heavy,54,2019-04-11,Fiber,Aspirational Adopters
164276,9,0,500mb,heavy,101,2019-01-24,Fiber,Peak Performers
164277,7,0,1Gig,medium,8,2023-10-12,Fiber,Foolproof Followers
164278,6,0,1Gig,heavy,19,2021-07-24,Fiber,Foolproof Followers
164279,9,0,Copper,medium,75,2022-01-12,Copper,Aspirational Adopters
164280,6,0,500mb,medium,104,2024-03-02,Fiber,Settled Simplifiers
164281,2,0,Copper,heavy,68,2024-09-16,Copper,Foolproof Followers
164282,3,0,500mb,medium,103,2020-10-04,Fiber,Aspirational Adopters
164283,9,0,2Gig,medium,117,2025-07-26,Fiber,Settled Simplifiers
164284,2,0,1Gig,heavy,39,2021-12-02,Fiber,Foolproof Followers
164285,7,0,500mb,medium,105,2018-03-07,Fiber,Foolproof Followers
164286,4,0,500mb,heavy,101,2022-06-11,Fiber,Peak Performers
164287,6,0,5Gig,medium,113,2018-01-03,Fiber,Budget Balancers
164288,2,0,1Gig,medium,22,2016-04-22,Fiber,Budget Balancers
164289,7,0,500mb,heavy,103,2022-01-24,Fiber,Foolproof Followers
164290,8,0,500mb,light,41,2022-08-16,Fiber,Peak Performers
164291,5,0,Copper,light,114,2016-01-04,Copper,Foolproof Followers
164292,5,0,500mb,light,30,2020-11-17,Fiber,Settled Simplifiers
164293,10,1,500mb,medium,96,2019-10-13,Fiber,Settled Simplifiers
164294,1,0,1Gig,heavy,40,2024-02-26,Fiber,Settled Simplifiers
164295,4,0,500mb,heavy,6,2023-10-19,Fiber,Settled Simplifiers
164296,1,0,7Gig,light,16,2023-09-20,Fiber,Foolproof Followers
164297,2,0,500mb,medium,113,2022-03-06,Fiber,Settled Simplifiers
164298,3,0,5Gig,medium,102,2018-04-21,Fiber,Peak Performers
164299,2,0,500mb,heavy,83,2023-06-22,Fiber,Foolproof Followers
164300,1,0,500mb,heavy,68,2019-02-16,Fiber,Foolproof Followers
164301,10,0,1Gig,medium,50,2017-10-06,Fiber,Peak Performers
164302,3,0,500mb,heavy,20,2021-06-16,Fiber,Settled Simplifiers
164303,8,0,500mb,heavy,62,2019-10-12,Fiber,Peak Performers
164304,8,0,1Gig,heavy,99,2020-01-25,Fiber,Settled Simplifiers
164305,5,0,1Gig,medium,69,2018-01-07,Fiber,Settled Simplifiers
164306,9,0,5Gig,medium,110,2019-12-12,Fiber,Peak Performers
164307,5,0,1Gig,medium,104,2017-03-09,Fiber,Foolproof Followers
164308,8,0,2Gig,medium,15,2024-04-29,Fiber,Foolproof Followers
164309,5,0,Copper,medium,85,2021-07-27,Copper,Foolproof Followers
164310,7,0,500mb,medium,55,2025-06-04,Fiber,Foolproof Followers
164311,10,0,1Gig,medium,63,2019-08-30,Fiber,Settled Simplifiers
164312,4,0,500mb,heavy,41,2020-02-04,Fiber,Peak Performers
164313,1,0,1Gig,medium,11,2025-09-23,Fiber,Foolproof Followers
164314,4,0,500mb,light,6,2016-04-19,Fiber,Peak Performers
164315,1,0,Copper,light,117,2019-12-26,Copper,Peak Performers
164316,6,0,500mb,heavy,73,2018-01-06,Fiber,Settled Simplifiers
164317,1,0,Copper,medium,119,2020-01-07,Copper,Budget Balancers
164318,9,0,1Gig,medium,100,2020-08-03,Fiber,Settled Simplifiers
164319,2,0,7Gig,light,62,2016-02-17,Fiber,Peak Performers
164320,8,0,500mb,heavy,78,2024-10-31,Fiber,Settled Simplifiers
164321,6,0,1Gig,light,63,2023-07-24,Fiber,Settled Simplifiers
164322,9,0,500mb,medium,57,2025-06-02,Fiber,Foolproof Followers
164323,3,0,500mb,medium,87,2017-08-15,Fiber,Peak Performers
164324,4,1,Copper,heavy,115,2021-05-04,Copper,Peak Performers
164325,7,0,Copper,medium,56,2020-11-03,Copper,Settled Simplifiers
164326,4,0,1Gig,medium,115,2021-07-15,Fiber,Foolproof Followers
164327,5,0,2Gig,light,108,2019-06-19,Fiber,Settled Simplifiers
164328,6,0,500mb,medium,17,2021-05-05,Fiber,Foolproof Followers
164329,2,0,500mb,heavy,51,2020-04-17,Fiber,Settled Simplifiers
164330,8,0,1Gig,heavy,83,2019-05-26,Fiber,Foolproof Followers
164331,1,0,2Gig,medium,119,2021-12-02,Fiber,Settled Simplifiers
164332,4,0,1Gig,heavy,80,2023-12-04,Fiber,Settled Simplifiers
164333,1,0,500mb,medium,43,2025-08-19,Fiber,Peak Performers
164334,10,0,Copper,light,26,2019-09-26,Copper,Settled Simplifiers
164335,7,0,500mb,medium,31,2023-07-25,Fiber,Foolproof Followers
164336,3,1,2Gig,medium,16,2017-09-16,Fiber,Peak Performers
164337,2,0,5Gig,light,100,2020-10-22,Fiber,Settled Simplifiers
164338,9,0,1Gig,medium,10,2018-05-31,Fiber,Aspirational Adopters
164339,10,0,500mb,heavy,62,2017-09-26,Fiber,Foolproof Followers
164340,7,0,500mb,medium,14,2022-01-12,Fiber,Aspirational Adopters
164341,10,0,500mb,light,27,2017-03-03,Fiber,Peak Performers
164342,2,0,1Gig,heavy,53,2025-01-08,Fiber,Foolproof Followers
164343,4,0,500mb,heavy,109,2016-01-18,Fiber,Foolproof Followers
164344,7,0,1Gig,medium,7,2022-10-19,Fiber,Settled Simplifiers
164345,4,0,500mb,heavy,44,2019-04-11,Fiber,Settled Simplifiers
164346,7,0,2Gig,medium,102,2020-08-18,Fiber,Peak Performers
164347,9,0,1Gig,light,113,2021-10-16,Fiber,Aspirational Adopters
164348,5,0,1Gig,heavy,29,2021-12-03,Fiber,Budget Balancers
164349,1,0,7Gig,medium,104,2018-03-28,Fiber,Settled Simplifiers
164350,1,0,5Gig,light,117,2025-08-25,Fiber,Peak Performers
164351,4,0,500mb,medium,58,2023-06-15,Fiber,Peak Performers
164352,6,0,500mb,heavy,12,2016-02-02,Fiber,Budget Balancers
164353,2,0,500mb,light,5,2024-08-11,Fiber,Settled Simplifiers
164354,6,0,5Gig,light,20,2023-11-07,Fiber,Settled Simplifiers
164355,9,0,Copper,medium,68,2023-02-12,Copper,Peak Performers
164356,6,0,500mb,medium,60,2024-09-21,Fiber,Settled Simplifiers
164357,7,0,500mb,medium,1,2019-09-11,Fiber,Settled Simplifiers
164358,9,0,1Gig,light,117,2022-12-02,Fiber,Peak Performers
164359,7,0,1Gig,medium,105,2021-02-10,Fiber,Peak Performers
164360,10,0,1Gig,medium,3,2021-07-25,Fiber,Peak Performers
164361,1,0,500mb,medium,24,2025-02-28,Fiber,Budget Balancers
164362,2,0,Copper,heavy,88,2017-05-28,Copper,Peak Performers
164363,1,0,1Gig,heavy,23,2019-07-29,Fiber,Peak Performers
164364,8,0,500mb,heavy,47,2021-04-15,Fiber,Settled Simplifiers
164365,1,0,1Gig,light,37,2020-05-20,Fiber,Foolproof Followers
164366,4,0,2Gig,heavy,101,2023-07-31,Fiber,Settled Simplifiers
164367,8,0,500mb,medium,41,2017-07-20,Fiber,Peak Performers
164368,9,0,1Gig,medium,8,2017-05-16,Fiber,Budget Balancers
164369,10,0,5Gig,medium,31,2024-01-06,Fiber,Budget Balancers
164370,4,0,Copper,medium,66,2020-06-01,Copper,Settled Simplifiers
164371,1,0,Copper,heavy,47,2021-11-09,Copper,Aspirational Adopters
164372,3,0,1Gig,medium,44,2019-03-29,Fiber,Foolproof Followers
164373,9,0,500mb,medium,115,2022-09-18,Fiber,Foolproof Followers
164374,6,0,Copper,medium,37,2021-01-07,Copper,Settled Simplifiers
164375,1,0,500mb,medium,107,2023-04-25,Fiber,Foolproof Followers
164376,1,0,500mb,light,59,2016-11-06,Fiber,Foolproof Followers
164377,3,0,1Gig,medium,51,2021-09-11,Fiber,Aspirational Adopters
164378,7,0,500mb,heavy,32,2021-03-12,Fiber,Peak Performers
164379,10,0,500mb,light,92,2023-07-09,Fiber,Foolproof Followers
164380,6,0,500mb,medium,114,2023-01-20,Fiber,Settled Simplifiers
164381,7,0,1Gig,light,113,2022-12-13,Fiber,Peak Performers
164382,1,0,1Gig,medium,11,2024-10-31,Fiber,Settled Simplifiers
164383,8,0,1Gig,medium,60,2019-03-05,Fiber,Foolproof Followers
164384,9,0,500mb,light,58,2021-03-30,Fiber,Settled Simplifiers
164385,9,0,1Gig,medium,76,2020-06-10,Fiber,Aspirational Adopters
164386,8,0,500mb,medium,45,2024-07-24,Fiber,Settled Simplifiers
164387,3,0,Copper,light,24,2020-10-16,Copper,Settled Simplifiers
164388,10,0,1Gig,medium,114,2023-05-26,Fiber,Budget Balancers
164389,10,0,7Gig,light,2,2021-07-25,Fiber,Settled Simplifiers
164390,7,0,500mb,medium,109,2016-05-14,Fiber,Peak Performers
164391,6,0,1Gig,heavy,102,2021-08-04,Fiber,Settled Simplifiers
164392,6,0,500mb,medium,120,2025-05-11,Fiber,Foolproof Followers
164393,6,0,Copper,medium,113,2025-05-11,Copper,Settled Simplifiers
164394,8,0,1Gig,medium,97,2024-08-23,Fiber,Aspirational Adopters
164395,4,0,1Gig,medium,99,2025-09-21,Fiber,Foolproof Followers
164396,5,0,500mb,heavy,92,2024-10-27,Fiber,Foolproof Followers
164397,3,0,1Gig,light,36,2025-08-16,Fiber,Budget Balancers
164398,10,0,500mb,heavy,45,2020-07-29,Fiber,Budget Balancers
164399,1,0,7Gig,light,107,2022-06-23,Fiber,Peak Performers
164400,2,0,500mb,medium,82,2018-08-05,Fiber,Foolproof Followers
164401,6,0,1Gig,medium,83,2018-08-16,Fiber,Aspirational Adopters
164402,4,0,1Gig,medium,83,2019-10-19,Fiber,Peak Performers
164403,2,0,500mb,heavy,15,2018-09-03,Fiber,Foolproof Followers
164404,9,1,1Gig,medium,92,2019-03-18,Fiber,Foolproof Followers
164405,4,0,1Gig,heavy,14,2025-04-18,Fiber,Settled Simplifiers
164406,4,0,500mb,medium,6,2024-04-29,Fiber,Budget Balancers
164407,4,0,500mb,heavy,6,2018-02-05,Fiber,Aspirational Adopters
164408,7,0,7Gig,medium,63,2024-02-03,Fiber,Foolproof Followers
164409,3,0,2Gig,medium,54,2019-08-17,Fiber,Peak Performers
164410,10,0,1Gig,medium,39,2022-08-07,Fiber,Budget Balancers
164411,6,0,500mb,heavy,111,2023-09-01,Fiber,Budget Balancers
164412,3,0,7Gig,heavy,50,2023-09-19,Fiber,Settled Simplifiers
164413,6,0,500mb,medium,114,2017-06-08,Fiber,Peak Performers
164414,5,0,1Gig,medium,82,2023-02-20,Fiber,Peak Performers
164415,6,0,Copper,medium,35,2018-11-04,Copper,Aspirational Adopters
164416,7,0,1Gig,medium,46,2018-06-11,Fiber,Settled Simplifiers
164417,4,0,1Gig,heavy,86,2016-11-15,Fiber,Aspirational Adopters
164418,3,0,1Gig,light,60,2016-08-11,Fiber,Peak Performers
164419,1,0,1Gig,heavy,22,2020-07-27,Fiber,Settled Simplifiers
164420,7,0,1Gig,medium,59,2019-10-10,Fiber,Budget Balancers
164421,7,0,1Gig,light,63,2020-10-29,Fiber,Foolproof Followers
164422,1,0,500mb,medium,94,2022-04-27,Fiber,Peak Performers
164423,1,0,500mb,medium,44,2017-02-16,Fiber,Settled Simplifiers
164424,2,0,7Gig,heavy,16,2019-10-18,Fiber,Foolproof Followers
164425,4,0,500mb,medium,115,2021-10-24,Fiber,Foolproof Followers
164426,6,0,500mb,medium,117,2025-02-15,Fiber,Foolproof Followers
164427,5,0,2Gig,medium,20,2022-12-19,Fiber,Settled Simplifiers
164428,5,0,500mb,medium,84,2023-12-29,Fiber,Foolproof Followers
164429,1,0,1Gig,medium,119,2022-07-19,Fiber,Peak Performers
164430,1,1,7Gig,light,94,2023-10-10,Fiber,Foolproof Followers
164431,10,0,1Gig,light,27,2019-05-08,Fiber,Peak Performers
164432,6,0,1Gig,medium,88,2016-05-06,Fiber,Peak Performers
164433,3,0,1Gig,medium,53,2024-10-20,Fiber,Foolproof Followers
164434,1,0,5Gig,medium,17,2025-04-18,Fiber,Settled Simplifiers
164435,7,0,2Gig,medium,86,2021-11-06,Fiber,Settled Simplifiers
164436,9,0,Copper,light,28,2020-12-24,Copper,Budget Balancers
164437,3,0,500mb,medium,19,2020-05-01,Fiber,Foolproof Followers
164438,7,0,2Gig,medium,55,2022-09-03,Fiber,Peak Performers
164439,7,0,1Gig,medium,55,2017-07-25,Fiber,Foolproof Followers
164440,9,0,1Gig,medium,61,2022-05-18,Fiber,Peak Performers
164441,7,0,Copper,light,86,2019-10-31,Copper,Settled Simplifiers
164442,7,0,500mb,medium,42,2016-09-09,Fiber,Settled Simplifiers
164443,6,0,500mb,heavy,55,2025-09-23,Fiber,Peak Performers
164444,1,0,500mb,heavy,64,2023-01-17,Fiber,Settled Simplifiers
164445,6,0,1Gig,heavy,96,2021-04-26,Fiber,Settled Simplifiers
164446,7,0,500mb,heavy,83,2024-04-13,Fiber,Foolproof Followers
164447,5,0,1Gig,medium,103,2024-09-18,Fiber,Aspirational Adopters
164448,4,0,Copper,light,57,2022-09-25,Copper,Peak Performers
164449,2,0,7Gig,medium,53,2017-05-16,Fiber,Settled Simplifiers
164450,2,0,1Gig,medium,44,2024-02-11,Fiber,Peak Performers
164451,4,0,Copper,light,74,2019-11-15,Copper,Peak Performers
164452,3,0,1Gig,heavy,44,2020-06-14,Fiber,Foolproof Followers
164453,2,0,7Gig,medium,104,2018-10-21,Fiber,Settled Simplifiers
164454,5,0,1Gig,heavy,94,2025-02-15,Fiber,Settled Simplifiers
164455,9,0,1Gig,heavy,101,2023-04-24,Fiber,Peak Performers
164456,5,0,500mb,medium,27,2017-08-25,Fiber,Settled Simplifiers
164457,6,0,1Gig,medium,72,2022-12-22,Fiber,Settled Simplifiers
164458,4,0,1Gig,medium,97,2021-05-01,Fiber,Peak Performers
164459,7,0,1Gig,medium,22,2016-02-27,Fiber,Foolproof Followers
164460,7,0,1Gig,light,72,2018-03-23,Fiber,Budget Balancers
164461,4,0,500mb,heavy,73,2018-01-11,Fiber,Peak Performers
164462,3,0,Copper,medium,59,2019-05-21,Copper,Foolproof Followers
164463,8,0,2Gig,medium,86,2024-09-02,Fiber,Settled Simplifiers
164464,10,0,500mb,medium,27,2017-03-22,Fiber,Foolproof Followers
164465,9,0,Copper,medium,112,2024-05-05,Copper,Peak Performers
164466,3,0,Copper,medium,83,2024-05-15,Copper,Peak Performers
164467,10,0,1Gig,medium,30,2020-02-23,Fiber,Peak Performers
164468,5,0,500mb,heavy,59,2017-12-09,Fiber,Settled Simplifiers
164469,1,0,1Gig,medium,110,2020-11-23,Fiber,Settled Simplifiers
164470,2,0,1Gig,heavy,98,2022-10-24,Fiber,Peak Performers
164471,2,0,500mb,medium,107,2022-07-11,Fiber,Budget Balancers
164472,10,0,7Gig,light,81,2018-01-28,Fiber,Aspirational Adopters
164473,4,0,1Gig,light,102,2023-08-12,Fiber,Settled Simplifiers
164474,6,0,500mb,medium,83,2019-04-05,Fiber,Settled Simplifiers
164475,10,0,500mb,heavy,43,2017-09-05,Fiber,Settled Simplifiers
164476,1,0,1Gig,medium,103,2018-12-16,Fiber,Settled Simplifiers
164477,6,0,1Gig,medium,49,2025-04-20,Fiber,Settled Simplifiers
164478,6,0,500mb,heavy,23,2021-09-24,Fiber,Settled Simplifiers
164479,1,0,500mb,medium,103,2021-11-23,Fiber,Settled Simplifiers
164480,5,0,1Gig,medium,98,2022-07-19,Fiber,Peak Performers
164481,10,0,500mb,heavy,72,2024-06-28,Fiber,Foolproof Followers
164482,9,0,1Gig,medium,6,2024-08-17,Fiber,Settled Simplifiers
164483,1,0,500mb,medium,2,2023-08-23,Fiber,Settled Simplifiers
164484,2,0,500mb,medium,57,2016-06-11,Fiber,Foolproof Followers
164485,3,0,7Gig,medium,32,2017-08-14,Fiber,Budget Balancers
164486,2,0,Copper,medium,80,2016-01-31,Copper,Settled Simplifiers
164487,8,0,Copper,light,12,2020-04-17,Copper,Foolproof Followers
164488,7,0,500mb,medium,86,2021-07-02,Fiber,Settled Simplifiers
164489,9,0,1Gig,light,43,2018-06-05,Fiber,Foolproof Followers
164490,6,0,2Gig,heavy,13,2023-05-15,Fiber,Settled Simplifiers
164491,7,0,1Gig,medium,47,2021-12-20,Fiber,Budget Balancers
164492,9,0,1Gig,medium,77,2022-09-05,Fiber,Peak Performers
164493,6,0,1Gig,heavy,18,2025-10-30,Fiber,Settled Simplifiers
164494,4,0,1Gig,medium,34,2018-11-13,Fiber,Settled Simplifiers
164495,9,0,1Gig,heavy,33,2024-03-04,Fiber,Budget Balancers
164496,6,0,Copper,medium,79,2020-10-24,Copper,Foolproof Followers
164497,2,0,1Gig,light,60,2024-01-04,Fiber,Foolproof Followers
164498,10,0,5Gig,medium,112,2023-07-21,Fiber,Aspirational Adopters
164499,8,0,500mb,heavy,33,2022-04-22,Fiber,Peak Performers
164500,6,0,500mb,heavy,5,2023-11-19,Fiber,Aspirational Adopters
164501,6,0,7Gig,heavy,119,2023-11-14,Fiber,Peak Performers
164502,7,0,500mb,medium,14,2016-08-01,Fiber,Peak Performers
164503,5,0,500mb,heavy,25,2025-08-31,Fiber,Peak Performers
164504,8,0,1Gig,light,100,2018-11-16,Fiber,Peak Performers
164505,8,0,500mb,medium,119,2024-06-25,Fiber,Budget Balancers
164506,2,0,500mb,medium,62,2016-05-11,Fiber,Settled Simplifiers
164507,8,0,5Gig,light,3,2021-02-13,Fiber,Peak Performers
164508,8,0,500mb,heavy,87,2018-12-31,Fiber,Budget Balancers
164509,6,0,1Gig,heavy,73,2019-01-04,Fiber,Settled Simplifiers
164510,9,0,500mb,heavy,73,2019-05-01,Fiber,Peak Performers
164511,10,0,1Gig,heavy,62,2019-05-08,Fiber,Budget Balancers
164512,4,0,500mb,medium,21,2020-05-19,Fiber,Budget Balancers
164513,9,0,500mb,medium,49,2016-05-19,Fiber,Settled Simplifiers
164514,4,0,5Gig,medium,86,2018-03-25,Fiber,Peak Performers
164515,1,0,1Gig,heavy,10,2016-07-27,Fiber,Peak Performers
164516,10,0,1Gig,medium,45,2024-02-13,Fiber,Peak Performers
164517,4,0,Copper,medium,75,2017-09-08,Copper,Budget Balancers
164518,3,0,500mb,medium,78,2019-04-15,Fiber,Peak Performers
164519,3,0,7Gig,medium,83,2020-12-18,Fiber,Peak Performers
164520,2,0,7Gig,medium,40,2020-05-03,Fiber,Foolproof Followers
164521,2,0,Copper,heavy,88,2023-03-01,Copper,Peak Performers
164522,6,0,1Gig,heavy,59,2021-11-07,Fiber,Settled Simplifiers
164523,5,0,1Gig,light,84,2023-09-09,Fiber,Settled Simplifiers
164524,8,0,1Gig,medium,99,2019-11-22,Fiber,Settled Simplifiers
164525,2,0,500mb,heavy,71,2019-06-12,Fiber,Foolproof Followers
164526,3,0,Copper,medium,57,2016-09-28,Copper,Peak Performers
164527,10,0,500mb,heavy,117,2025-05-18,Fiber,Settled Simplifiers
164528,7,0,2Gig,light,103,2021-01-10,Fiber,Settled Simplifiers
164529,6,0,Copper,medium,106,2017-07-21,Copper,Peak Performers
164530,10,0,500mb,heavy,72,2022-01-15,Fiber,Settled Simplifiers
164531,9,0,500mb,medium,62,2025-08-02,Fiber,Foolproof Followers
164532,8,0,1Gig,medium,61,2017-05-28,Fiber,Peak Performers
164533,2,0,1Gig,heavy,20,2016-09-01,Fiber,Settled Simplifiers
164534,10,0,1Gig,medium,16,2018-04-28,Fiber,Settled Simplifiers
164535,9,0,500mb,medium,99,2021-06-29,Fiber,Settled Simplifiers
164536,7,0,500mb,medium,49,2018-03-02,Fiber,Peak Performers
164537,7,0,2Gig,medium,64,2018-05-18,Fiber,Settled Simplifiers
164538,6,0,7Gig,medium,42,2020-12-19,Fiber,Settled Simplifiers
164539,5,0,2Gig,medium,113,2024-12-31,Fiber,Settled Simplifiers
164540,2,0,500mb,medium,97,2024-09-14,Fiber,Foolproof Followers
164541,6,0,500mb,light,70,2018-02-21,Fiber,Settled Simplifiers
164542,3,0,500mb,medium,104,2024-12-31,Fiber,Settled Simplifiers
164543,1,0,500mb,heavy,31,2017-09-13,Fiber,Peak Performers
164544,10,0,500mb,medium,96,2018-04-09,Fiber,Peak Performers
164545,6,0,2Gig,medium,3,2022-06-04,Fiber,Budget Balancers
164546,8,0,500mb,medium,103,2017-10-25,Fiber,Settled Simplifiers
164547,4,0,500mb,medium,15,2016-04-17,Fiber,Settled Simplifiers
164548,2,0,Copper,light,79,2021-09-15,Copper,Budget Balancers
164549,6,0,1Gig,medium,75,2019-06-01,Fiber,Settled Simplifiers
164550,6,0,500mb,light,78,2018-04-10,Fiber,Foolproof Followers
164551,1,0,1Gig,medium,97,2023-09-13,Fiber,Settled Simplifiers
164552,2,0,1Gig,medium,43,2018-03-26,Fiber,Peak Performers
164553,10,0,2Gig,medium,45,2019-11-12,Fiber,Settled Simplifiers
164554,4,1,2Gig,medium,37,2024-06-14,Fiber,Peak Performers
164555,10,0,5Gig,heavy,47,2024-01-23,Fiber,Foolproof Followers
164556,4,0,5Gig,light,116,2025-06-01,Fiber,Settled Simplifiers
164557,10,0,1Gig,light,72,2021-07-30,Fiber,Foolproof Followers
164558,1,0,2Gig,medium,64,2024-12-11,Fiber,Settled Simplifiers
164559,8,0,5Gig,light,15,2018-11-06,Fiber,Peak Performers
164560,6,0,1Gig,light,84,2024-03-04,Fiber,Budget Balancers
164561,9,0,7Gig,medium,28,2025-08-24,Fiber,Settled Simplifiers
164562,4,0,Copper,light,72,2021-02-15,Copper,Peak Performers
164563,4,0,1Gig,light,81,2020-12-22,Fiber,Foolproof Followers
164564,8,0,2Gig,medium,42,2025-07-31,Fiber,Foolproof Followers
164565,6,0,1Gig,heavy,76,2020-12-16,Fiber,Peak Performers
164566,2,0,500mb,medium,2,2020-09-10,Fiber,Settled Simplifiers
164567,7,0,1Gig,medium,84,2021-08-13,Fiber,Settled Simplifiers
164568,7,0,500mb,medium,108,2023-07-02,Fiber,Settled Simplifiers
164569,1,0,500mb,medium,10,2018-01-21,Fiber,Peak Performers
164570,4,0,7Gig,heavy,118,2020-03-28,Fiber,Peak Performers
164571,5,0,1Gig,medium,117,2023-07-19,Fiber,Foolproof Followers
164572,9,0,500mb,medium,48,2024-10-30,Fiber,Foolproof Followers
164573,2,0,500mb,medium,1,2021-04-15,Fiber,Settled Simplifiers
164574,10,0,500mb,medium,40,2024-05-15,Fiber,Budget Balancers
164575,2,0,500mb,light,70,2021-05-04,Fiber,Aspirational Adopters
164576,8,0,500mb,medium,75,2022-10-10,Fiber,Settled Simplifiers
164577,1,0,1Gig,heavy,3,2022-09-29,Fiber,Peak Performers
164578,5,0,1Gig,medium,117,2016-11-29,Fiber,Foolproof Followers
164579,9,0,2Gig,medium,80,2019-05-02,Fiber,Peak Performers
164580,2,0,5Gig,medium,44,2016-08-21,Fiber,Aspirational Adopters
164581,5,0,2Gig,light,57,2020-04-16,Fiber,Settled Simplifiers
164582,1,0,500mb,heavy,89,2022-06-10,Fiber,Settled Simplifiers
